booking_id,hotel_name,hotel_type,arrival_date,nights_stayed,room_type,adults,children,booking_channel,lead_time_days,adr_per_night_inr,total_revenue_inr,cancellation_status,country_of_guest,special_requests,meal_plan
BKG162289,Ginger Hotel,5 Star,2023-09-10,6,Twin Room,2,1.0,Walk-in,325,574,3444,No,Japan,4.0,No Meal
BKG389321,Hilton Garden Inn,4-Star,10-09-2023,4,Twin Room,3,1.0,Goibibo,301,5618,22472,Yes,India,1.0,No Meal
BKG889855,OYO Rooms 12345,3 Star,10/09/2023,4,Suite,2,0.0,Corporate Booking,363,1537,6148,No,Australia,4.0,Full Board
BKG339264,Lemon Tree Lucknow,4-Star,2023-09-11,4,Super Deluxe,2,1.0,Yatra,20,2494,9976,No,Germany,3.0,BB
BKG423145,Hyatt Regency Chennai,5 Star,11-09-2023,9,Twin Room,1,,travel agent,106,27200,244800,Yes,Nepal,2.0,BB
BKG513576,Marriott Hyderabad,3-Star,11/09/2023,7,Twin Room,3,2.0,OTA - Booking.com,335,24878,174146,Yes,India,2.0,All Inclusive
BKG560150,Hyatt Regency Chennai,Five Star,2023-09-12,3,Standard,1,1.0,Direct Website,302,14560,43680,Yes,Canada,0.0,
BKG785592,FabHotel Prime Central,Five Star,12-09-2023,3,Executive Room,3,0.0,OTA - Booking.com,116,863,2589,No,Australia,4.0,Breakfast Only
BKG669228,FabHotel Prime Central,3star,12/09/2023,6,Family Room,1,1.0,Booking.com,123,738,4428,No,,3.0,CP
BKG760721,Hilton Garden Inn,budget,2023-09-12,6,Studio Room,3,1.0,Corporate Booking,280,4104,24624,Yes,Japan,4.0,BB
BKG887833,ITC Maurya Delhi,Boutique,13-09-2023,4,Deluxe,1,2.0,corporate,291,28378,113512,Yes,Nepal,3.0,CP
BKG322892,The Fern Residency,5 Star,13/09/2023,9,Super Deluxe,1,2.0,Agoda,202,2945,26505,Yes,China,0.0,Half Board
BKG691236,Taj Mahal Palace Mumbai,BUDGET,2023-09-13,4,Twin Room,3,2.0,Travel Agent,50,15253,61012,No,,4.0,No Meal
BKG647102,Park Inn by Radisson,budget,14-09-2023,9,Deluxe,1,1.0,Booking.com,270,5416,48744,No,Russia,2.0,No Meal
BKG627518,Holiday Inn Jaipur,Hostel,14/09/2023,4,Double Room,1,1.0,corporate,323,4934,19736,No,,0.0,Full Board
BKG205825,Oberoi Bengaluru,resort,2023-09-14,2,Twin Room,3,0.0,Walk-in,276,23597,47194,Yes,France,4.0,Full Board
BKG990585,Radisson Blu Pune,5 Star,15-09-2023,2,Family Room,3,2.0,travel agent,140,3068,6136,No,China,2.0,CP
BKG208998,Lemon Tree Lucknow,budget,15/09/2023,5,Double Room,2,0.0,MakeMyTrip,274,1464,7320,Yes,Russia,2.0,CP
BKG663112,Taj Mahal Palace Mumbai,4-Star,2023-09-15,4,Executive Room,3,2.0,Yatra,289,12668,50672,No,Germany,3.0,Full Board
BKG219410,Lemon Tree Lucknow,3 Star,15-09-2023,7,Standard,2,0.0,Travel Agent,333,1689,11823,Yes,Singapore,2.0,
BKG616013,Holiday Inn Jaipur,resort,16/09/2023,11,Executive Room,1,2.0,OTA - MakeMyTrip,51,4464,49104,No,India,1.0,MAP
BKG412560,Airbnb Stay Bandra,resort,2023-09-16,5,Executive Room,3,1.0,Goibibo,26,4323,21615,No,Germany,4.0,AP
BKG574931,Airbnb Stay Bandra,3star,16-09-2023,6,Presidential Suite,2,2.0,OTA - MakeMyTrip,156,2997,17982,Yes,Russia,4.0,BB
BKG462707,Oberoi Bengaluru,BUDGET,17/09/2023,10,Twin Room,3,,travel agent,238,24101,241010,Yes,India,3.0,Full Board
BKG291061,Marriott Hyderabad,boutique,2023-09-17,4,Double Room,2,0.0,MakeMyTrip,155,16831,67324,No,,2.0,Breakfast Only
BKG696100,Holiday Inn Jaipur,5 Star,17-09-2023,13,Super Deluxe,2,,OTA - Booking.com,290,6785,88205,No,France,3.0,AP
BKG820651,Holiday Inn Jaipur,3 Star,17/09/2023,12,Studio Room,3,1.0,Travel Agent,135,4345,52140,No,India,1.0,CP
BKG683164,Radisson Blu Pune,3 Star,2023-09-18,2,Standard,1,2.0,OTA - Booking.com,143,3343,6686,No,,3.0,BB
BKG679860,Treebo Trend City Inn,Five Star,18-09-2023,13,Suite,1,1.0,Corporate Booking,105,1869,24297,Yes,Nepal,4.0,Full Board
BKG187304,Holiday Inn Jaipur,3-Star,18/09/2023,10,Executive Room,2,2.0,OTA - Booking.com,157,3535,35350,No,Singapore,3.0,Full Board
BKG712956,The Leela Goa,5 Star,2023-09-19,9,Deluxe,2,1.0,corporate,145,29332,263988,No,Nepal,4.0,Breakfast Only
BKG214266,ITC Maurya Delhi,3-Star,19-09-2023,10,Deluxe,1,2.0,makemytrip,1,12402,124020,No,India,0.0,No Meal
BKG175111,Holiday Inn Jaipur,Resort,19/09/2023,7,Standard,3,2.0,makemytrip,76,3982,27874,No,Bangladesh,1.0,All Inclusive
BKG959799,Courtyard by Marriott,resort,2023-09-19,4,Suite,3,1.0,corporate,131,22662,90648,Yes,Bangladesh,,BB
BKG805178,Taj Mahal Palace Mumbai,4 Star,20-09-2023,3,Executive Room,1,1.0,Travel Agent,89,27811,83433,No,,4.0,AP
BKG818983,Park Inn by Radisson,3star,20/09/2023,10,Presidential Suite,1,,Walk-in,344,3526,35260,Yes,Russia,0.0,No Meal
BKG168348,The Leela Goa,Five Star,2023-09-20,3,Twin Room,1,0.0,makemytrip,349,8394,25182,No,India,2.0,All Inclusive
BKG385501,Marriott Hyderabad,budget,21-09-2023,9,Family Room,2,1.0,Goibibo,262,22635,203715,No,France,3.0,All Inclusive
BKG561852,ITC Maurya Delhi,budget,21/09/2023,5,Super Deluxe,1,,Travel Agent,350,11597,57985,No,India,2.0,AP
BKG999666,Holiday Inn Jaipur,budget,2023-09-21,13,Standard,1,,Goibibo,107,4946,64298,No,India,,Full Board
BKG971753,Zostel Delhi,3star,21-09-2023,3,Studio Room,1,0.0,Travel Agent,73,617,1851,No,Singapore,,Half Board
BKG662071,Hyatt Regency Chennai,Resort,22/09/2023,5,Suite,1,0.0,Yatra,38,25156,125780,No,India,2.0,Half Board
BKG750273,Hyatt Regency Chennai,Budget,2023-09-22,2,Family Room,3,2.0,makemytrip,158,9645,19290,No,India,0.0,BB
BKG675991,Airbnb Stay Bandra,BUDGET,22-09-2023,11,Super Deluxe,3,1.0,Direct Website,70,1603,17633,No,UAE,1.0,No Meal
BKG865755,Novotel Kolkata,Budget,23/09/2023,4,Suite,1,,OTA - Booking.com,311,4593,18372,Yes,Australia,2.0,No Meal
BKG867902,Hyatt Regency Chennai,3-Star,2023-09-23,10,Suite,2,2.0,OTA - MakeMyTrip,240,25383,253830,Yes,UK,1.0,No Meal
BKG974989,The Fern Residency,resort,23-09-2023,2,Super Deluxe,2,2.0,corporate,297,4938,9876,No,Germany,4.0,CP
BKG820242,Hyatt Regency Chennai,Budget,23/09/2023,2,Super Deluxe,3,,travel agent,35,9561,19122,No,USA,1.0,All Inclusive
BKG690211,The Fern Residency,Hostel,2023-09-24,12,Double Room,2,2.0,corporate,83,4357,52284,No,Canada,1.0,AP
BKG253320,Treebo Trend City Inn,5-Star,24-09-2023,8,Deluxe,2,,Walk-in,262,1056,8448,Yes,UAE,,Half Board
BKG951180,The Fern Residency,Five Star,24/09/2023,1,Family Room,3,2.0,Travel Agent,309,2306,2306,No,Nepal,0.0,BB
BKG786814,Park Inn by Radisson,Resort,2023-09-25,7,Deluxe,1,2.0,travel agent,171,6678,46746,Yes,Nepal,3.0,CP
BKG965160,Novotel Kolkata,Five Star,25-09-2023,5,Standard,1,2.0,Booking.com,172,7312,36560,No,UK,0.0,Half Board
BKG479993,The Leela Goa,resort,25/09/2023,11,Family Room,3,0.0,Booking.com,361,17290,190190,Yes,,4.0,AP
BKG626668,Lemon Tree Lucknow,3star,2023-09-25,8,Super Deluxe,1,2.0,Walk-in,46,704,5632,No,,4.0,Breakfast Only
BKG747544,Marriott Hyderabad,Boutique,26-09-2023,1,Twin Room,1,1.0,Booking.com,140,25131,25131,No,India,,CP
BKG268175,Hilton Garden Inn,4 Star,26/09/2023,11,Standard,3,,Yatra,117,7726,84986,Yes,Canada,0.0,
BKG868729,Lemon Tree Lucknow,Boutique,2023-09-26,7,Suite,3,1.0,direct website,276,1094,7658,Yes,Canada,3.0,AP
BKG718677,Lemon Tree Lucknow,budget,27-09-2023,5,Double Room,3,,Goibibo,213,1061,5305,Yes,India,0.0,CP
BKG854944,Radisson Blu Pune,Boutique,27/09/2023,4,Double Room,2,1.0,makemytrip,219,6299,25196,No,India,3.0,MAP
BKG625031,Hilton Garden Inn,Hostel,2023-09-27,7,Family Room,3,0.0,Travel Agent,25,4168,29176,No,China,1.0,Half Board
BKG140124,Taj Mahal Palace Mumbai,boutique,27-09-2023,10,Deluxe,3,1.0,Booking.com,8,13506,135060,No,,4.0,BB
BKG768488,Radisson Blu Pune,3star,28/09/2023,2,Double Room,3,0.0,Travel Agent,270,3391,6782,No,Bangladesh,,Full Board
BKG742462,Taj Mahal Palace Mumbai,3-Star,2023-09-28,12,Super Deluxe,3,1.0,MakeMyTrip,9,21054,252648,Yes,India,0.0,Full Board
BKG572318,Airbnb Stay Bandra,4-Star,28-09-2023,1,Twin Room,1,2.0,OTA - Booking.com,120,3476,3476,No,Japan,4.0,Breakfast Only
BKG805580,Hyatt Regency Chennai,4 Star,29/09/2023,1,Super Deluxe,3,1.0,makemytrip,124,19587,19587,No,India,4.0,
BKG551568,Ginger Hotel,Boutique,2023-09-29,11,Studio Room,3,1.0,Travel Agent,169,2091,23001,No,Sri Lanka,2.0,No Meal
BKG877019,Lemon Tree Lucknow,3star,29-09-2023,12,Standard,2,1.0,travel agent,71,1050,12600,No,India,2.0,No Meal
BKG145653,Holiday Inn Jaipur,resort,29/09/2023,1,Standard,2,2.0,Booking.com,151,7828,7828,Yes,UK,2.0,CP
BKG932504,ITC Maurya Delhi,resort,2023-09-30,12,Presidential Suite,1,0.0,travel agent,207,24600,295200,No,Germany,4.0,CP
BKG341864,Zostel Delhi,Budget,30-09-2023,5,Presidential Suite,3,,Travel Agent,48,2426,12130,No,India,2.0,Full Board
BKG141302,The Fern Residency,boutique,30/09/2023,10,Family Room,3,2.0,Direct Website,153,3089,30890,No,India,0.0,MAP
BKG963443,Taj Mahal Palace Mumbai,4 Star,2023-10-01,7,Double Room,3,2.0,Travel Agent,346,29801,208607,No,Singapore,4.0,All Inclusive
BKG853961,ITC Maurya Delhi,Five Star,01-10-2023,2,Suite,2,0.0,Travel Agent,292,12927,25854,No,India,0.0,BB
BKG992884,Radisson Blu Pune,Budget,01/10/2023,10,Family Room,1,,Goibibo,67,4874,48740,Yes,Sri Lanka,,
BKG394042,Lemon Tree Lucknow,5-Star,2023-10-02,8,Super Deluxe,2,0.0,makemytrip,49,814,6512,No,,1.0,Half Board
BKG600409,Ginger Hotel,budget,02-10-2023,4,Suite,3,0.0,Direct Website,151,803,3212,Yes,,0.0,Breakfast Only
BKG203620,Taj Mahal Palace Mumbai,Five Star,02/10/2023,12,Deluxe,2,0.0,MakeMyTrip,18,24076,288912,No,India,4.0,MAP
BKG380033,FabHotel Prime Central,5 Star,2023-10-02,3,Studio Room,3,2.0,direct website,99,738,2214,No,China,3.0,All Inclusive
BKG766312,Taj Mahal Palace Mumbai,3star,03-10-2023,10,Double Room,3,,Agoda,59,15366,153660,Yes,Bangladesh,,BB
BKG932417,Marriott Hyderabad,4 Star,03/10/2023,11,Presidential Suite,3,0.0,MakeMyTrip,166,12427,136697,Yes,India,1.0,BB
BKG698394,The Fern Residency,3 Star,2023-10-03,8,Studio Room,1,1.0,Corporate Booking,201,1893,15144,No,,4.0,Full Board
BKG422283,Airbnb Stay Bandra,Boutique,04-10-2023,2,Suite,2,2.0,direct website,344,1805,3610,Yes,China,1.0,AP
BKG895329,Courtyard by Marriott,budget,04/10/2023,11,Twin Room,3,2.0,Agoda,145,8641,95051,No,Russia,2.0,CP
BKG905230,The Fern Residency,3 Star,2023-10-04,11,Family Room,3,0.0,Goibibo,163,2029,22319,No,India,0.0,MAP
BKG629944,FabHotel Prime Central,Budget,04-10-2023,13,Studio Room,1,1.0,direct website,241,1743,22659,No,Nepal,1.0,CP
BKG112193,OYO Rooms 12345,4 Star,05/10/2023,3,Super Deluxe,1,1.0,Yatra,68,774,2322,Yes,Canada,3.0,Full Board
BKG498363,Courtyard by Marriott,4 Star,2023-10-05,12,Standard,3,0.0,makemytrip,174,18085,217020,No,Bangladesh,0.0,AP
BKG308264,Courtyard by Marriott,Boutique,05-10-2023,3,Family Room,3,1.0,Corporate Booking,48,27659,82977,No,,4.0,Breakfast Only
BKG226474,ITC Maurya Delhi,budget,06/10/2023,10,Executive Room,3,0.0,Agoda,107,12050,120500,No,Sri Lanka,4.0,All Inclusive
BKG202748,FabHotel Prime Central,3star,2023-10-06,11,Suite,3,2.0,Walk-in,225,1589,17479,Yes,Germany,1.0,Breakfast Only
BKG768789,Zostel Delhi,Five Star,06-10-2023,1,Twin Room,1,1.0,Agoda,160,2115,2115,Yes,,3.0,MAP
BKG336923,OYO Rooms 12345,4 Star,06/10/2023,6,Super Deluxe,2,,Direct Website,118,1946,11676,Yes,India,1.0,AP
BKG969798,Lemon Tree Lucknow,5 Star,2023-10-07,2,Twin Room,1,0.0,Agoda,148,754,1508,No,China,3.0,Half Board
BKG259836,Oberoi Bengaluru,resort,07-10-2023,1,Suite,1,0.0,Booking.com,149,10056,10056,No,,1.0,All Inclusive
BKG163628,Courtyard by Marriott,4 Star,07/10/2023,2,Double Room,2,2.0,Direct Website,292,27192,54384,Yes,Russia,2.0,AP
BKG495618,Airbnb Stay Bandra,Resort,2023-10-08,12,Deluxe,3,1.0,Agoda,142,3213,38556,No,Singapore,2.0,BB
BKG629930,Holiday Inn Jaipur,Boutique,08-10-2023,6,Presidential Suite,3,2.0,travel agent,159,7803,46818,No,France,2.0,Half Board
BKG183746,Lemon Tree Lucknow,boutique,08/10/2023,4,Suite,2,2.0,Booking.com,10,946,3784,No,India,1.0,
BKG370062,Novotel Kolkata,Boutique,2023-10-08,6,Presidential Suite,1,1.0,Booking.com,137,7494,44964,No,Singapore,,
BKG480679,FabHotel Prime Central,4-Star,09-10-2023,12,Suite,3,2.0,OTA - Booking.com,77,882,10584,No,Australia,4.0,CP
BKG510692,Hilton Garden Inn,BUDGET,09/10/2023,9,Studio Room,2,,OTA - MakeMyTrip,76,3050,27450,No,Japan,0.0,Full Board
BKG907493,Marriott Hyderabad,resort,2023-10-09,13,Family Room,2,1.0,Travel Agent,253,19530,253890,No,India,4.0,Full Board
BKG216408,The Leela Goa,Boutique,10-10-2023,10,Deluxe,2,,makemytrip,257,11591,115910,No,India,3.0,No Meal
BKG805394,Courtyard by Marriott,boutique,10/10/2023,12,Family Room,3,1.0,travel agent,319,26565,318780,Yes,,2.0,Half Board
BKG329499,OYO Rooms 12345,Resort,2023-10-10,10,Family Room,2,2.0,MakeMyTrip,290,1790,17900,No,Nepal,2.0,AP
BKG283714,Ginger Hotel,Boutique,10-10-2023,8,Executive Room,1,0.0,Direct Website,262,2313,18504,No,India,4.0,No Meal
BKG324778,The Fern Residency,Five Star,11/10/2023,1,Suite,1,2.0,Agoda,84,4990,4990,No,India,2.0,Breakfast Only
BKG906647,Holiday Inn Jaipur,3-Star,2023-10-11,13,Executive Room,2,1.0,Booking.com,145,4476,58188,Yes,,0.0,Breakfast Only
BKG482292,ITC Maurya Delhi,Budget,11-10-2023,8,Presidential Suite,2,,Booking.com,322,25905,207240,No,,1.0,MAP
BKG475757,Marriott Hyderabad,5-Star,12/10/2023,9,Deluxe,2,0.0,makemytrip,41,27056,243504,No,India,2.0,BB
BKG272336,Taj Mahal Palace Mumbai,Boutique,2023-10-12,6,Executive Room,1,0.0,Agoda,124,19370,116220,Yes,Nepal,2.0,CP
BKG418242,Hyatt Regency Chennai,5 Star,12-10-2023,10,Twin Room,3,0.0,Walk-in,166,26721,267210,No,Sri Lanka,,Full Board
BKG168764,Hyatt Regency Chennai,5 Star,12/10/2023,5,Deluxe,1,2.0,Direct Website,240,25012,125060,No,UK,1.0,Full Board
BKG455415,Oberoi Bengaluru,budget,2023-10-13,6,Super Deluxe,2,1.0,Direct Website,279,10679,64074,No,Singapore,4.0,Full Board
BKG764803,Holiday Inn Jaipur,5 Star,13-10-2023,13,Suite,3,2.0,Goibibo,187,6897,89661,Yes,Australia,1.0,BB
BKG223816,Treebo Trend City Inn,4-Star,13/10/2023,6,Standard,3,2.0,MakeMyTrip,301,2071,12426,No,France,1.0,Full Board
BKG663564,Lemon Tree Lucknow,4 Star,2023-10-14,9,Family Room,2,2.0,MakeMyTrip,18,2122,19098,No,USA,4.0,No Meal
BKG131711,ITC Maurya Delhi,Boutique,14-10-2023,4,Family Room,2,1.0,travel agent,67,17613,70452,Yes,China,1.0,No Meal
BKG275749,OYO Rooms 12345,3-Star,14/10/2023,2,Standard,1,0.0,OTA - MakeMyTrip,217,827,1654,No,Singapore,3.0,
BKG872361,Lemon Tree Lucknow,Five Star,2023-10-14,11,Twin Room,1,,corporate,101,2483,27313,Yes,India,0.0,Breakfast Only
BKG552691,The Leela Goa,Five Star,15-10-2023,11,Standard,1,0.0,Booking.com,41,17424,191664,No,USA,1.0,AP
BKG267129,Hilton Garden Inn,boutique,15/10/2023,9,Studio Room,2,1.0,Booking.com,287,7197,64773,Yes,France,0.0,MAP
BKG664052,ITC Maurya Delhi,5 Star,2023-10-15,2,Standard,3,2.0,Direct Website,166,8825,17650,Yes,Canada,3.0,
BKG104844,ITC Maurya Delhi,Budget,16-10-2023,10,Suite,1,2.0,Agoda,108,19155,191550,Yes,France,,MAP
BKG872246,Lemon Tree Lucknow,3 Star,16/10/2023,9,Studio Room,2,2.0,MakeMyTrip,35,1502,13518,No,India,1.0,
BKG731469,The Fern Residency,5 Star,2023-10-16,2,Standard,3,1.0,OTA - Booking.com,231,2119,4238,No,Sri Lanka,2.0,Full Board
BKG988971,Treebo Trend City Inn,5 Star,17-10-2023,12,Deluxe,2,2.0,corporate,228,1296,15552,No,France,1.0,CP
BKG911062,Taj Mahal Palace Mumbai,3star,17/10/2023,8,Super Deluxe,2,1.0,MakeMyTrip,352,13492,107936,No,Germany,0.0,Full Board
BKG971564,Novotel Kolkata,4-Star,2023-10-17,9,Double Room,2,0.0,Goibibo,163,7652,68868,No,UAE,3.0,Half Board
BKG513769,The Fern Residency,Budget,17-10-2023,12,Family Room,1,0.0,Goibibo,72,3222,38664,No,Australia,0.0,No Meal
BKG725798,Hilton Garden Inn,resort,18/10/2023,10,Standard,2,1.0,Travel Agent,135,4566,45660,No,India,0.0,Breakfast Only
BKG850564,FabHotel Prime Central,3-Star,2023-10-18,9,Standard,2,0.0,Travel Agent,352,1084,9756,No,Sri Lanka,4.0,CP
BKG246236,Airbnb Stay Bandra,Resort,18-10-2023,10,Presidential Suite,2,1.0,Goibibo,69,1946,19460,No,USA,,BB
BKG290360,Treebo Trend City Inn,3 Star,19/10/2023,9,Family Room,1,2.0,OTA - MakeMyTrip,195,1352,12168,No,India,3.0,MAP
BKG903457,Novotel Kolkata,3 Star,2023-10-19,2,Standard,2,0.0,travel agent,268,5339,10678,No,Japan,0.0,Half Board
BKG366983,Lemon Tree Lucknow,4-Star,19-10-2023,4,Suite,2,0.0,Corporate Booking,48,1718,6872,No,India,3.0,BB
BKG663225,Zostel Delhi,3-Star,19/10/2023,7,Twin Room,1,2.0,Goibibo,315,2124,14868,No,UAE,1.0,BB
BKG828551,Marriott Hyderabad,5 Star,2023-10-20,12,Standard,2,,OTA - Booking.com,129,14459,173508,Yes,India,,Breakfast Only
BKG999506,Hilton Garden Inn,4-Star,20-10-2023,2,Suite,3,1.0,Direct Website,4,6465,12930,No,India,1.0,No Meal
BKG933092,Park Inn by Radisson,4 Star,20/10/2023,1,Standard,2,,travel agent,26,5271,5271,No,Bangladesh,2.0,Breakfast Only
BKG820957,Airbnb Stay Bandra,budget,2023-10-21,3,Super Deluxe,2,2.0,Yatra,159,1555,4665,Yes,,2.0,AP
BKG215911,The Leela Goa,Boutique,21-10-2023,12,Studio Room,1,0.0,Goibibo,148,16254,195048,No,India,0.0,BB
BKG618633,OYO Rooms 12345,Budget,21/10/2023,4,Presidential Suite,1,0.0,Booking.com,263,2407,9628,Yes,India,2.0,Half Board
BKG919692,OYO Rooms 12345,resort,2023-10-21,8,Suite,1,0.0,Goibibo,229,2430,19440,No,India,1.0,CP
BKG458344,Ginger Hotel,5 Star,22-10-2023,6,Executive Room,1,0.0,Travel Agent,199,740,4440,No,Australia,2.0,No Meal
BKG909638,Ginger Hotel,5 Star,22/10/2023,11,Double Room,3,1.0,Goibibo,49,2032,22352,No,Nepal,0.0,MAP
BKG417907,Hilton Garden Inn,Budget,2023-10-22,2,Twin Room,2,2.0,Agoda,66,6243,12486,No,India,3.0,CP
BKG183059,Hilton Garden Inn,resort,23-10-2023,9,Studio Room,2,0.0,makemytrip,299,4005,36045,No,Japan,4.0,Half Board
BKG252946,Lemon Tree Lucknow,Budget,23/10/2023,2,Super Deluxe,3,2.0,Booking.com,57,1665,3330,No,Germany,0.0,Full Board
BKG368938,ITC Maurya Delhi,5-Star,2023-10-23,13,Super Deluxe,1,2.0,Travel Agent,258,8195,106535,Yes,India,0.0,CP
BKG772999,Holiday Inn Jaipur,3-Star,23-10-2023,12,Studio Room,2,1.0,Agoda,341,3958,47496,No,India,0.0,Full Board
BKG544623,Zostel Delhi,5-Star,24/10/2023,5,Deluxe,3,1.0,Goibibo,325,2429,12145,No,,1.0,All Inclusive
BKG928393,Park Inn by Radisson,4-Star,2023-10-24,12,Executive Room,2,0.0,Direct Website,129,5668,68016,No,India,3.0,No Meal
BKG297733,Lemon Tree Lucknow,boutique,24-10-2023,4,Deluxe,3,0.0,Corporate Booking,214,722,2888,Yes,India,0.0,All Inclusive
BKG447945,Hyatt Regency Chennai,4-Star,25/10/2023,13,Studio Room,3,1.0,OTA - Booking.com,171,11212,145756,No,Sri Lanka,3.0,Full Board
BKG808617,The Leela Goa,resort,2023-10-25,7,Double Room,2,2.0,Agoda,257,10755,75285,No,Canada,0.0,Half Board
BKG636024,Zostel Delhi,budget,25-10-2023,8,Presidential Suite,1,2.0,Booking.com,101,1805,14440,No,,1.0,
BKG789274,Hyatt Regency Chennai,budget,25/10/2023,5,Presidential Suite,1,1.0,OTA - Booking.com,208,9080,45400,Yes,,0.0,No Meal
BKG543154,Airbnb Stay Bandra,Resort,2023-10-26,10,Studio Room,3,0.0,MakeMyTrip,290,3994,39940,No,USA,2.0,All Inclusive
BKG421539,The Fern Residency,3 Star,26-10-2023,5,Executive Room,1,0.0,travel agent,353,3520,17600,No,UK,1.0,Breakfast Only
BKG704626,Radisson Blu Pune,boutique,26/10/2023,2,Presidential Suite,2,0.0,corporate,285,3834,7668,No,Singapore,,All Inclusive
BKG739234,Courtyard by Marriott,5 Star,2023-10-27,8,Studio Room,3,1.0,Direct Website,115,25946,207568,Yes,India,0.0,All Inclusive
BKG557424,Park Inn by Radisson,Budget,27-10-2023,2,Family Room,2,1.0,Walk-in,263,5833,11666,No,USA,0.0,No Meal
BKG966189,Park Inn by Radisson,4-Star,27/10/2023,10,Twin Room,2,2.0,Corporate Booking,149,7250,72500,No,Nepal,2.0,Full Board
BKG693673,Courtyard by Marriott,boutique,2023-10-27,12,Presidential Suite,1,1.0,direct website,299,20502,246024,No,Nepal,2.0,CP
BKG165285,The Leela Goa,Five Star,28-10-2023,6,Presidential Suite,2,0.0,Direct Website,35,13190,79140,No,Australia,0.0,No Meal
BKG253886,OYO Rooms 12345,4-Star,28/10/2023,8,Presidential Suite,3,,makemytrip,332,2059,16472,Yes,Australia,2.0,Breakfast Only
BKG745150,The Fern Residency,Five Star,2023-10-28,6,Standard,3,0.0,Yatra,286,4158,24948,Yes,India,0.0,Full Board
BKG235688,Novotel Kolkata,4 Star,29-10-2023,4,Presidential Suite,2,0.0,direct website,302,3707,14828,Yes,Singapore,2.0,Breakfast Only
BKG714388,OYO Rooms 12345,4-Star,29/10/2023,13,Suite,2,2.0,travel agent,310,1863,24219,No,Australia,3.0,Breakfast Only
BKG952091,Radisson Blu Pune,4 Star,2023-10-29,4,Twin Room,3,0.0,Travel Agent,207,3112,12448,Yes,France,0.0,No Meal
BKG846393,Park Inn by Radisson,boutique,29-10-2023,6,Studio Room,1,2.0,Walk-in,105,3756,22536,No,Singapore,0.0,Breakfast Only
BKG167713,Lemon Tree Lucknow,boutique,30/10/2023,13,Suite,1,0.0,Direct Website,157,2249,29237,Yes,Sri Lanka,4.0,Half Board
BKG549257,Holiday Inn Jaipur,BUDGET,2023-10-30,4,Standard,1,0.0,OTA - MakeMyTrip,120,5868,23472,No,India,4.0,Full Board
BKG557219,Hyatt Regency Chennai,BUDGET,30-10-2023,8,Family Room,2,2.0,MakeMyTrip,54,8271,66168,No,,,No Meal
BKG248959,Airbnb Stay Bandra,4 Star,31/10/2023,9,Studio Room,2,0.0,Corporate Booking,11,4111,36999,No,UAE,3.0,No Meal
BKG146811,FabHotel Prime Central,5-Star,2023-10-31,1,Executive Room,3,,OTA - MakeMyTrip,144,1990,1990,Yes,,,CP
BKG770469,ITC Maurya Delhi,5 Star,31-10-2023,13,Super Deluxe,3,2.0,travel agent,135,23889,310557,No,India,,All Inclusive
BKG335037,ITC Maurya Delhi,Hostel,31/10/2023,4,Executive Room,3,2.0,corporate,2,17657,70628,No,India,4.0,CP
BKG549462,The Fern Residency,3-Star,2023-11-01,4,Presidential Suite,3,2.0,Walk-in,143,2897,11588,Yes,Russia,1.0,AP
BKG425531,Holiday Inn Jaipur,4 Star,01-11-2023,2,Suite,1,1.0,Agoda,29,7078,14156,Yes,India,,No Meal
BKG495340,FabHotel Prime Central,Budget,01/11/2023,6,Family Room,2,0.0,Walk-in,236,2410,14460,No,Germany,0.0,MAP
BKG725846,Oberoi Bengaluru,budget,2023-11-02,3,Suite,2,,direct website,278,20015,60045,No,Japan,1.0,Full Board
BKG430093,Holiday Inn Jaipur,resort,02-11-2023,7,Super Deluxe,1,0.0,MakeMyTrip,347,7354,51478,Yes,Russia,2.0,AP
BKG776131,FabHotel Prime Central,5 Star,02/11/2023,13,Executive Room,3,2.0,direct website,114,2406,31278,No,Canada,,Breakfast Only
BKG630377,ITC Maurya Delhi,5 Star,2023-11-03,11,Double Room,3,0.0,OTA - MakeMyTrip,103,25510,280610,No,USA,0.0,
BKG892265,Novotel Kolkata,5 Star,03-11-2023,11,Deluxe,2,0.0,corporate,117,6038,66418,No,India,2.0,MAP
BKG771108,Holiday Inn Jaipur,5-Star,03/11/2023,5,Standard,3,2.0,Walk-in,4,4381,21905,No,Russia,2.0,BB
BKG673596,The Fern Residency,budget,2023-11-03,4,Super Deluxe,2,2.0,corporate,359,4140,16560,No,Germany,3.0,All Inclusive
BKG666371,ITC Maurya Delhi,boutique,04-11-2023,5,Family Room,1,1.0,travel agent,247,17493,87465,No,UAE,4.0,Half Board
BKG514603,The Leela Goa,Hostel,04/11/2023,8,Standard,2,2.0,travel agent,363,16052,128416,Yes,Australia,0.0,No Meal
BKG966106,Novotel Kolkata,budget,2023-11-04,3,Executive Room,1,2.0,Yatra,320,3858,11574,Yes,UAE,4.0,BB
BKG597773,Marriott Hyderabad,4 Star,05-11-2023,7,Suite,3,2.0,direct website,120,25133,175931,No,India,0.0,All Inclusive
BKG363846,Holiday Inn Jaipur,3 Star,05/11/2023,6,Super Deluxe,2,,Goibibo,285,6729,40374,No,,4.0,MAP
BKG527649,Taj Mahal Palace Mumbai,3 Star,2023-11-05,12,Super Deluxe,3,0.0,Travel Agent,148,26240,314880,No,Nepal,2.0,No Meal
